Gene_name,Poor_M9_ATC5.rep1,Poor_M9_ATC5.rep2,Rich_LB_ATC12.rep1,Rich_LB_ATC12.rep2,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_ATC5_CAM1.2.rep1,Rich_M9_ATC5_CAM1.2.rep2,Rich_M9_ATC5_NOX.rep1,Rich_M9_ATC5_NOX.rep2,Rich_M9_ATC5_PH5.rep1,Rich_M9_ATC5_PH5.rep2,Rich_M9_ATC5_TMP.rep1,Rich_M9_ATC5_TMP.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
yeeA,21.049,23.24,10.483,9.034,15.248,11.02,10.56,10.035,13.243,7.254,12.877,14.532,23.228,9.014,20.4,18.377,16.646,9.489,14.214,17.142
sbmC,64.757,65.939,11.273,8.817,33.542,24.087,26.118,30.444,19.986,23.283,37.766,40.816,45.509,10.069,46.384,51.564,38.011,22.802,36.196,26.768
dacD,7.289,9.064,6.987,5.739,16.05,7.489,5.884,7.767,7.347,8.483,11.43,11.209,26.375,7.029,10.157,11.904,15.73,7.386,9.339,9.479
sbcB,33.481,37.484,19.839,19.218,30.861,30.248,30.561,33.782,30.465,31.634,38.302,36.41,40.194,24.998,39.316,35.883,27.581,26.178,41.069,48.846
yeeD,581.659,524.557,19.901,21.864,623.77,617.967,759.478,755.836,638.684,632.582,336.345,313.621,1675.198,20.497,572.845,618.33,701.511,783.638,612.65,542.514
yeeE,161.957,152.739,4.111,3.376,107.507,254.263,298.834,291.319,231.061,224.622,140.216,128.4,308.372,3.286,208.241,222.659,110.174,278.704,197.42,189.243
plaP,180.615,115.619,433.066,431.451,183.033,481.266,424.911,402.52,249.354,244.482,199.371,191.538,225.656,522.05,100.491,102.797,190.288,405.571,231.533,257.373
yeeY,20.47,26.235,6.836,6.199,36.355,17.437,17.506,18.737,13.203,12.827,22.661,21.364,25.535,8.072,23.127,26.21,38.094,15.584,23.641,24.978
yeeZ,119.258,114.686,62.259,51.696,133.273,100.272,109.738,121.366,89.778,92.657,122.916,122.482,134.979,61.408,130.196,126.326,130.622,88.755,133.771,147.368
yefM,53.887,44.401,26.506,20.281,33.517,47.712,37.567,48.374,50.824,34.778,48.505,43.621,47.556,18.447,60.313,61.496,41.144,48.738,52.24,40.925
hisL,26.124,20.845,9.033,0,11.69,5.943,13.259,8.172,6.226,1.061,27.224,17.243,19.788,2.925,13.745,12.848,9.522,12.26,20.1,0
hisG,281.384,217.345,10.851,11.917,51.285,29.132,28.522,35.772,38.928,33.692,62.893,62.351,35.041,9.888,35.298,34.547,47.997,26.698,44.032,71.321
hisD,235.622,188.344,7.325,6.135,43.668,24.543,27.881,30.519,34.37,30.532,57.529,48.982,33.785,9.105,29.861,33.692,35.539,22.143,38.222,78.355
hisC,228.347,187.16,3.721,5.759,42.748,23.137,26.736,26.364,32.367,28.338,58.755,44.442,32.744,6.824,30.287,33.62,37.613,23.936,40.024,72.814
hisB,244.078,209.808,12.638,11.787,48.288,35.926,40.278,45.608,41.923,40.296,68.043,65.872,43.024,12.778,47.795,45.341,40.652,33.099,48.472,88.188
hisH,224.96,203.402,7.483,11.502,44.64,33.893,37.098,35.92,39.76,35.883,60.243,55.102,41.302,13.292,40.813,49.117,43.674,22.709,49.023,81.527
hisA,201.19,181.865,10.33,8.699,51.097,36.349,34.889,40.977,42.059,41.124,68.031,63.229,42.263,13.137,45.032,48.523,45.635,30.591,49.091,83.671
hisF,206.92,204.548,10.642,9.04,54.607,41.124,40.836,44.854,32.865,39.617,68.924,68.367,51.222,11.102,51.137,49.84,53.251,36.298,55.897,83.574
hisI,260.613,280.107,17.011,20.034,79.599,64.799,67.06,62.523,57.637,59.624,116.716,100.405,77.297,21.934,75.442,80.783,79.194,52.762,97.547,124.659
wzzB,309.342,299.858,286.256,229.081,404.864,520.945,457.485,467.582,368.525,370.147,397.658,413.42,491.733,283.252,342.541,338.451,402.816,468.835,396.81,395.313
ugd,19.672,16.671,10.461,6.343,34.102,28.268,24.47,21.695,17.551,18.45,21.713,20.205,32.645,13.079,17.256,18.81,30.337,23.154,24.272,30.499
gnd,523.98,531.929,465.733,483.101,611.495,996.837,992.406,1035.571,639.976,595.977,893.768,868.338,981.884,532.685,1391.94,1441.946,573.825,850.954,773.748,961.491
insH-7,27.013,27.371,23.504,23.761,25.356,23.119,20.272,21.291,28.637,30.177,24.411,23.284,29.422,29.013,31.588,28.642,21.946,16.69,38.777,49.16
wbbK,93.786,96.477,86.965,83.135,141.659,146.748,168.157,162.454,112.233,136.747,150.091,153.614,203.427,99.057,173.327,162.878,123.449,120.914,129.338,197.15
wbbJ,135.305,135.811,116.684,108.844,163.301,201.818,205.643,201.461,154.563,182.162,195.538,181.347,255.818,149.236,220.079,200.68,136.816,158.772,161.813,227.681
wbbI,118.923,110.807,114.167,110.595,129.713,168.421,184.622,173.519,149.258,186.515,164.267,155.366,226.508,124.243,188.293,189.715,114.342,132.928,137.029,189.502
wbbH,78.358,73.174,62.112,67.397,150.52,118.115,127.945,115.038,96.097,112.348,109.436,105.002,155.712,75.3,128.847,131.164,114.813,102.508,124.388,147.28
glf,174.966,178.556,117.522,129.533,244.706,243.602,249.431,226.902,269.533,313.423,204.21,201.577,281.977,144.311,253.205,246.791,194.695,185.666,205.378,280.25
rfbX,96.472,83.971,90.009,96.955,139.636,154.369,155.006,150.546,98.236,118.299,149.636,132.693,179.519,121.505,126.535,126.012,131.721,132.285,97.228,157.663
rfbC,167.138,161.752,123.915,120.56,179.903,243.223,234.491,226.352,185.186,196.377,221.321,200.099,243.027,159.309,195.464,198.457,164.925,183.65,170.223,221.906
rfbA,201.081,182.095,135.952,149.377,223.267,266.082,274.823,257.522,215.656,232.345,267.838,243.185,281.295,176.914,253.355,238.776,202.514,221.157,183.605,238.839
rfbD,162.043,150.37,120.667,144.739,182.284,228.429,213.092,210.898,175.766,188.476,236.09,213.008,234.986,170.613,204.139,193.593,165.44,174.503,153.796,223.579
rfbB,179.352,161.888,148.378,169.399,178.788,239.103,240.346,233.085,182.846,195.948,268.734,242.395,267.136,182.732,216.238,207.047,172.835,200.875,184.712,231.151
galF,485.896,485.412,314.371,263.202,302.882,479.362,421.887,431.679,374.433,373.007,458.599,485.683,408.994,298.304,493.493,471.069,312.948,480.039,467.894,474.25
wcaM,4.941,4.896,2.427,3.88,5.04,2.444,3.058,2.838,4.363,3.316,5.136,4.176,4.137,2.78,3.563,5.003,6.319,3.057,3.539,4.898
wcaL,4.323,4.571,2.226,1.382,5.493,2.234,2.386,2.453,3.077,3.633,4.203,4.321,3.952,2.647,4.932,4.615,6.404,2.432,3.557,4.157
wcaK,1.9,1.681,0.809,0.039,1.842,0.927,0.812,1.606,1.363,0.992,1.432,1.416,1.526,0.737,1.617,1.458,1.877,1.151,0.8,1.219
wzxC,1.057,1.725,0.28,0,1.444,0.581,0.686,0.405,0.412,0.732,0.637,0.595,1.493,0.437,1.25,0.62,0.952,0.423,0.474,0.704
wcaJ,0.955,1.029,0.165,0.217,0.463,0.29,0.093,0.429,0.569,0.271,0.498,0.433,0.384,0.499,0.64,0.611,0.418,0.224,0.58,0.28
cpsG,1.701,1.124,0.134,0.808,0.507,0.332,0.645,0.608,0.521,0.71,0.904,0.842,0.943,0.363,1.209,1.577,0.319,0.586,0.708,0.949
cpsB,0.927,1.776,0.449,0.315,0.761,0.439,0.326,0.544,1.252,0.659,0.863,1.147,1.448,0.588,2.084,1.778,0.845,0.513,0.864,1.449
wcaI,0.419,0.695,0.621,0.905,0.447,0.165,0.404,0.596,0.476,0.84,0.284,0.674,0.953,0.162,0.963,1.178,0.258,0.274,0.287,0.664
gmm,0.534,2.492,0.624,0,0.621,0.158,0.759,0.434,0.827,0.507,1.24,0.916,1.051,0.311,2.058,1.092,0.759,0.884,0.731,0.813
fcl,1.087,1.101,0.143,0.261,0.694,0.575,0.242,0.485,0.219,1.092,0.77,0.484,1.045,0.154,1.187,2.001,0.603,0.439,0.335,1.145
gmd,1.256,1.398,0.185,0.269,0.509,0.81,0.348,0.882,0.92,0.844,0.972,0.661,0.899,0.31,2.698,2.686,0.996,0.597,0.24,1.421
wcaF,0.56,0.194,0.042,0,0,0.138,0.616,0.095,0.578,0.197,0.09,0.05,0.402,0,0.871,1.015,0.31,0.081,0.197,0.119
wcaE,0.412,0.889,0.247,0,0.865,0.237,0.627,0.139,1.204,0.253,0.531,0.552,0.253,0.233,2.175,2.5,0.358,0.209,0.361,0.174
wcaD,1.157,0.48,0.038,0,0.938,0.373,0.128,0.385,0.304,0.511,0.712,0.429,0.104,0.184,1.753,2.044,0.937,0.238,0.421,0.401
wcaC,0.505,1.069,0.529,0,0.653,0.643,0.384,0.321,0.652,0.355,0.631,0.338,0.285,0.49,0.942,1.641,0.419,0.587,0.819,0.881
wcaB,0.262,1.522,0.141,0.515,0.559,0.465,0,0.053,0.866,0.221,0.507,0.731,0.387,0.254,1.173,0.871,0.646,0.091,0.11,0.2
wcaA,0.427,0.443,0.247,0,0.384,0.18,0.248,0.372,0.315,0.322,0.354,0.425,0.563,0.089,1.366,0.897,0.376,0.106,0.514,0.581
wzc,0.663,0.786,0.277,0.116,0.253,0.14,0.144,0.289,0.44,0.275,0.252,0.407,0.379,0.23,0.737,1.121,0.292,0.351,0.349,0.256
wzb,0,0.359,0.311,0,0.224,0,0.351,0,0,0.122,0,0.124,0,0.224,0.287,0.885,0.109,0,0,0.22
wza,0.315,0.373,0.081,0.265,0.305,0,0.091,0.183,0.139,0.19,0.174,0.193,0.166,0,0.839,1.207,0,0.118,0,0.171
yegH,32.124,33.759,21.259,18.024,32.966,24.271,30.474,29.665,19.278,16.838,31.618,28.8,44.279,20.276,23.173,23.331,26.428,24.643,27.76,35.656
asmA,46.946,51.335,36.475,34.357,55.378,47.916,45.1,44.171,40.635,40.487,51.7,51.434,50.452,37.275,46.369,43.278,56.854,42.711,52.294,53.328
dcd,139.775,160.607,153.394,132.935,163.094,212.447,192.244,188.062,185.052,177.449,206.06,207.902,192.961,165.724,173.169,181.154,152.366,187.012,187.955,178.991
udk,62.578,59.282,99.163,81.609,77.776,164.382,150.984,141.679,102.262,102.511,121.381,131.198,143.587,113.529,106.162,102.831,78.33,156.316,90.216,94.814
dgcE,21.019,22.765,3.36,3.096,14.57,8.572,8.857,11.085,6.54,7.239,12.195,11.148,16.9,2.727,10.948,12.027,16.627,11.159,11.415,10.57
alkA,19.314,21.037,4.124,3.736,11.119,5.712,6.065,7.731,5.548,6.946,11.448,12.494,9.509,3.279,11.109,10.882,12.127,6.733,10.358,9.503
yegD,28.481,22.04,35.273,29.81,20.05,14.263,13.302,14.67,24.017,25.87,22.137,21.814,14.312,33.843,31.793,31.044,21.464,14.26,25.76,24.478
yegI,3,3.14,1.301,1.241,1.455,1.531,1.656,2.114,2.147,1.445,2.19,2.823,2.559,1.021,3.011,3.534,2.644,1.537,2.3,2.339
yegJ,2.773,2.646,0.798,1.853,1.936,2.187,2.139,2.706,0.802,2.225,1.503,2.498,2.048,0.753,4.138,3.688,3.679,1.353,2.569,1.408
pphC,3.194,3.104,0.907,0.463,1.956,0.928,1.024,1.812,2.084,1.455,1.041,1.082,1.78,1.631,1.547,1.462,1.944,0.879,1.381,1.452
yegL,5.086,2.295,1.536,0.381,2.785,1.072,0.946,1.618,2.165,1.352,1.653,1.582,2.15,1.582,1.593,2.681,2.318,1.759,1.022,1.282
mdtA,10.655,10.329,6.127,7.545,7.564,8.42,6.815,7.702,8.312,7.478,8.384,7.597,11.144,6.573,8.528,11.42,5.876,7.479,6.204,10.271
mdtB,9.976,10.085,4.882,3.555,6.698,5.912,5.513,6.189,6.601,5.621,6.312,6.362,9.634,4.887,7.744,7.532,7.107,5.52,5.347,6.98
mdtC,8.541,9.369,3.435,3.509,6.037,5.121,4.918,5.01,3.809,4.631,5.808,5.33,7.562,3.885,6.315,7.249,6.39,4.774,4.969,4.999
mdtD,5.935,8.24,3.058,3.467,5.439,2.926,3.122,3.716,3.962,3.935,3.029,4.095,6.503,3.09,6.166,5.761,7.322,3.564,3.296,3.791
baeS,8.632,7.988,2.526,1.578,4.777,2.825,3.242,3.822,3.977,3.121,4.786,5.187,7.278,2.727,5.991,5.927,5.621,3.944,4.611,4.194
baeR,40.541,48.229,22.205,20.302,30.03,29.417,30.361,35.847,27.78,29.22,37.31,37.059,44.187,21.627,42.617,45.089,30.898,24.524,38.207,35.234
yegP,323.927,413.588,3.182,3.629,15.218,23.515,28.585,40.206,9.059,11.535,19.061,22.942,92.054,3.583,46.312,52.736,17.938,18.643,37.103,33.218
yegQ,66.067,50.657,63.975,62.184,58.256,76.798,61.984,63.13,79.036,77.991,76.911,79.881,137.911,75.416,59.048,61.822,59.118,66.845,61.064,70.036
ogrK,21.293,13.835,14.514,14.715,6.352,19.838,12.588,18.554,12.325,13.71,16.982,17.819,10.368,10.216,24.443,17.653,10.201,19.986,10.594,11.439
yegZ,9.126,11.165,1.262,0.69,2.722,3.922,2.138,4.758,5.317,3.088,4.529,4.517,3.456,0.681,7.566,8.976,3.77,3.059,1.232,6.091
yegR,8.057,8.692,1.159,0.475,2.656,3.018,1.636,1.802,1.997,2.382,2.027,4.494,1.785,0,5.411,6.8,2.749,2.949,2.715,1.637
yegS,76.751,81.268,1.28,2.406,18.769,12.405,9.421,14.645,6.174,5.59,14.656,16.366,18.221,1.326,27.403,25.482,18.616,10.471,15.526,11.495
insE-5,14.861,13.076,12.085,7.956,9.771,10.601,9.935,13.006,11.758,9.675,14.314,15.252,15.411,8.518,13.478,14.601,13.97,14.207,12.211,11.506
insF-5,7.607,9.086,4.601,4.472,6.109,6.479,5.586,5.991,6.721,6.789,7.224,6.973,8.388,6.09,8.291,7.187,5.618,4.76,7.909,8.045
gatD,1238.729,1057.026,239.246,264.151,299.51,152.235,99.959,151.806,97.79,107.861,142.117,128.984,80.1,311.485,113.772,101.405,428.793,70.318,367.409,539.197
gatC,1820.371,1628.903,345.052,371.219,487.544,515.64,410.726,518.17,160.369,153.753,330.752,292.78,210.797,450.311,305.308,262.032,649.137,319.753,724.571,1180.103
gatB,2094.781,1753.466,369.335,413.253,481.148,445.982,399.792,460.448,175.02,191.625,309.616,298.145,249.751,489.672,348.598,304.064,622.467,271.105,830.971,1412.535
