Gene_name,Poor_M9_ATC5.rep1,Poor_M9_ATC5.rep2,Rich_LB_ATC12.rep1,Rich_LB_ATC12.rep2,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_ATC5_CAM1.2.rep1,Rich_M9_ATC5_CAM1.2.rep2,Rich_M9_ATC5_NOX.rep1,Rich_M9_ATC5_NOX.rep2,Rich_M9_ATC5_PH5.rep1,Rich_M9_ATC5_PH5.rep2,Rich_M9_ATC5_TMP.rep1,Rich_M9_ATC5_TMP.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
cstA,434.791,419.612,21.524,20.754,79.857,7.148,6.199,6.06,109.642,111.435,8.924,7.751,29.381,23.371,88.782,84.474,57.442,6.68,114.772,167.767
hcxA,55.714,31.971,7.53,5.04,8.03,9.788,9.314,11.864,8.699,8.942,6.694,9.842,13.959,6.3,11.236,10.109,10.48,8.12,10.85,7.767
ybdL,45.108,27.791,3.373,2.516,3.937,3.916,4.973,5.205,3.419,4.287,5.04,5.633,7.932,3.34,3.678,4.628,3.89,4.116,3.299,3.251
ybdM,7.687,6.834,3.034,1.439,3.588,4.45,3.798,4.052,3.15,3.048,4.054,5.409,6.908,2.762,6.524,4.732,3.006,4.324,3.939,5.319
ybdN,1.448,2.09,0.962,0.742,0.956,1.096,0.852,0.512,0.932,0.775,1.442,1.26,1.446,0.407,1.435,1.046,1.193,0.878,0.221,1.519
ybdO,2.554,1.177,1.173,0,2.036,1.231,0.691,0.75,1.289,1.618,1.593,2.313,2.375,1.321,1.129,2.177,2.151,0.791,1.135,1.801
dsbG,50.42,53.867,21.214,20.559,33.455,22.859,22.422,25.176,34.928,31.576,33.324,30.608,58.515,27.554,39.414,39.035,33.871,19.67,31.491,36.497
ahpC,1115.092,1051.227,606.451,610.582,529.343,594.4,615.706,668.277,574.937,569.194,2470.657,2344.658,1175.817,583.65,1172.736,1195.502,558.999,649.892,768.734,827.188
ahpF,132.559,135.467,122.43,123.826,71.734,85.585,90.513,88.688,106.76,102.015,1184.584,1215.167,195.143,139.469,165.218,163.899,69.31,81.823,101.429,125.149
uspG,81.583,98.009,97.178,72.068,186.69,223.507,237.285,276.383,149.643,128.502,163.326,170.011,122.325,77.184,202.619,212.463,174.558,185.102,279.071,248.743
ybdR,15.923,16.86,2.9,2.52,6.175,2.895,3.275,3.784,3.588,3.231,4.883,5.19,7.891,2.929,7.818,7.193,5.056,3.208,4.311,4.516
rnk,200.984,200.463,124.635,113.449,110.851,65.392,69.734,62.362,96.576,104.645,68.167,65.125,56.935,134.515,102.18,102.514,103.981,65.526,118.67,132.826
rna,59.435,62.311,47.778,47.296,55.348,53.962,61.426,64.231,52.399,49.34,59.542,62.931,62.84,45.22,60.095,65.526,53.739,64.475,67.124,69.744
citT,1.085,1.198,0.755,0.757,1.663,1.794,1.883,2.135,1.265,0.887,0.745,1.952,1.551,0.611,1.524,1.723,1.824,1.891,0.7,1.333
citG,0,0.181,0.052,0,0.452,0.23,0,0.089,0,0,0.113,0.375,0,0,0.145,0.037,0.276,0.152,0.184,0.074
citX,0.557,0.674,0.542,0,0.495,1.052,0.754,1.935,0.671,0,0.449,0.498,0.229,0.27,0.289,0,0.704,2.023,0.489,0.236
citF,0.435,0.52,0.135,0.066,0.729,1.269,1.188,1.971,0.104,0.318,0.259,0.645,0.494,0.324,0.644,0.427,0.919,1.151,0.757,0.828
citE,0.564,0.117,0.101,0.443,0.547,0.861,1.03,0.831,0.233,0.298,0.109,0.181,0.069,0.055,0,0.288,0.321,0.811,0.742,1.002
citD,0,0,0.155,0,0,1.786,0.876,1.491,0,0,0,0.925,0,0,0,0,0,0.301,0.545,0.438
citC,0,0.05,0,0,0,0.048,0,0.049,0,0,0.047,0,0.06,0,0.181,0,0.092,0.084,0.102,0.092
dpiB,9.143,11.839,6.567,5.069,9.538,6.41,6.286,7.552,7.896,8.935,8.952,10.635,12.318,5.484,10.506,11.987,9.031,6.542,9.155,8.511
dpiA,13.018,10.576,8.895,6.433,8.791,6.491,7.218,6.694,10.375,12.234,11.614,14.689,14.912,9.199,10.434,15.251,8.023,7.214,11.844,10.988
dcuC,2.588,1.726,3.39,3.088,12.618,30.654,34.602,41.872,2.062,1.561,23.506,26.41,1.775,2.69,14.437,13.19,19.972,19.463,81.513,96.944
pagP,8.221,9.001,5.091,3.411,4.251,4.503,8.159,6.222,4.151,2.604,11.491,14.892,10.456,4.786,8.406,7.943,6.839,4.538,11.06,6.843
cspE,7879.544,5563.822,19272.83,15110.15,4424.216,3926.263,3378.308,4169.842,3076.389,3295.163,5779.037,6236.36,6578.626,8057.756,5200.431,5361.591,7252.177,9684.16,5980.045,2631.824
crcB,38.166,37.652,33.11,24.915,40.886,66.306,60.143,63.898,56.369,56.494,61.597,68.703,114.65,34.31,61.238,66.891,33.767,53.385,47.911,39.312
tatE,371.013,265.254,357.462,218.939,321.726,620.587,546.167,744.143,553.106,485.833,637.828,649.576,915.502,226.896,607.906,604.189,481.352,855.142,409.143,266.968
lipA,136.543,135.254,129.089,116.449,292.136,337.68,288.887,315.159,188.302,180.947,310.972,306.217,397.771,129.697,411.323,401.364,317.373,323.867,181.798,209.213
ybeF,1.397,0.891,3.332,3.167,2.344,1.748,1.854,1.747,1.22,1.928,2.131,3.687,3.835,3.492,3.006,2.61,3.003,2.107,1.188,1.637
lipB,51.403,43.302,57.977,38.981,60.441,63.424,57.363,61.995,61.25,60.251,71.214,72.427,111.804,62.495,94.697,94.717,60.818,64.558,65.382,61.317
ybeD,287.468,205.775,256.154,194.548,58.529,114.241,112.898,134.382,82.994,86.477,159.28,194.033,247.279,200.564,312.48,295.612,81.123,118.929,107.497,84.785
dacA,129.335,121.485,126.301,115.539,109.493,173.856,177.463,166.343,156.064,149.175,177.36,161.576,199.578,137.789,206.272,197.335,108.307,154.4,122.952,172.976
rlpA,97.429,104.651,103.151,87.437,108.903,107.277,104.008,106.104,116.296,108.621,111.833,120.472,153.949,99.686,113.439,107.886,119.135,115.058,90.343,101.515
mrdB,62.247,58.862,83.999,73.63,92.292,112.907,83.328,80.974,67.07,70.358,83.18,79.431,109.515,78.418,70.712,70.118,101.622,93.417,69.005,72.112
mrdA,56.376,44.827,86.888,80.124,80.142,87.558,68.466,65.749,64.819,62.391,77.535,78.123,113.397,94.141,59.606,60.944,91.638,83.406,82.376,77.195
rlmH,159.37,142.656,262.811,229.765,217.154,287.19,237.406,216.729,197.051,211.484,297.788,296.713,312.001,287.256,255.181,231.861,226.112,269.116,238.177,243.308
rsfS,197.32,171.25,310.654,271.007,227.014,305.813,257.953,258.755,229.087,240.725,337.677,327.612,384.99,333.716,269.237,258.395,283.975,353.151,249.236,235.716
cobC,38.809,31.789,20.549,25.3,36.289,26.58,23.628,27.452,25.9,27.801,34.922,38.976,58.179,23.559,37.434,39.669,38.605,29.629,33.28,37.265
nadD,82.053,62.594,41.725,49.726,59.319,48.551,42.982,45.969,51.522,47.189,64.34,64.85,86.751,44.413,68.293,65.883,60.175,44.662,47.566,59.24
holA,88.981,85.321,52.828,57.038,68.652,68.509,53.377,56.537,70.052,65.527,79.21,72.67,91.739,60.099,73.916,70.352,68.704,57.883,52.071,68.63
lptE,238.652,233.307,173.736,191.854,195.107,233.888,239.747,231.787,214.969,222.021,267.703,241.144,270.286,188.106,269.252,267.79,185.618,210.685,176.182,225.668
leuS,281.095,267.051,161.025,193.012,179.712,260.065,251.722,249.353,239.694,229.215,296.439,262.799,303.368,195.039,299.404,290.91,185.804,220.888,183.102,257.877
ybeL,287.409,365.813,24.988,12.406,80.029,56.794,54.924,76.794,48.541,49.955,78.641,78.745,94.807,23.675,125.211,112.195,91.296,44.107,103.214,70.321
ybeQ,2.148,2.391,1.554,1.751,2.083,1.601,0.851,1.651,1.678,1.604,1.47,2.473,2.128,1.678,2.02,2.144,2.036,1.872,1.269,1.464
ybeR,0.072,0,0.455,0,0.281,0.143,0,0.294,0.075,0.153,0.14,0.582,0.445,0,1.035,0.463,0.171,0.252,0.076,0.092
djlB,0.574,0.968,0.194,0,0.522,0.354,0.546,0.511,0.556,0.189,0.625,0.751,0.751,0.662,0.602,0.459,1.071,0.688,0.491,0.091
ybeT,0.277,0.383,0.498,0.272,0.179,0.182,0.281,0.094,0,0.39,0.893,0,0.682,0.358,1.148,0.708,0.263,0.402,0.097,0.352
ybeU,0.724,1.914,0.195,0,0.316,0.464,0.184,1.619,1.645,0.841,0.455,0.543,1.336,1.194,1.89,1.897,0.446,0.189,0.381,1.379
djlC,6,6.205,2.094,2.081,2.447,2.627,2.741,2.045,3.936,3.316,4.115,3.217,4.257,3.15,4.433,5.077,3.328,2.43,4.199,3.451
hscC,3.097,3.531,3.501,4.279,3.717,1.3,2.21,1.309,1.204,1.959,1.573,1.974,3.133,3.868,2.593,2.274,2.238,1.47,3.971,4.05
rihA,64,62.298,48.084,46.426,29.194,21.913,25.563,22.152,19.111,19.507,16.052,15.385,17.318,57.897,39.149,40.954,34.088,18.18,83.293,83.281
gltL,62.502,61.282,24.936,21.466,131.737,50.936,46.714,49.584,48.368,47.542,17.656,16.504,76.062,24.961,50.078,50.544,124.085,56.442,61.793,66.591
gltK,46.271,40.713,15.116,17.381,86.891,41.163,29.052,38.782,27.756,33.662,15.721,14.127,54.617,17.677,38.85,31.841,88.818,37.251,39.246,54.319
gltJ,53.318,45.264,16.195,12.402,91.824,48.814,36.432,40.6,29.105,33.292,16.295,16.503,69.118,17.411,36.465,33.868,93.556,37.58,47.8,63.706
gltI,261.629,288.698,30.863,34.622,178.074,113.32,88.582,111.182,87.1,94.272,45.441,42.385,183.949,38.888,128.436,115.337,172.404,82.396,133.666,186.469
insH-3,46.427,46.988,41.783,44.525,48.26,35.207,32.664,37.594,50.249,48.268,37.915,35.828,49.471,50.628,46.848,45.543,47.487,29.204,68.448,79.978
lnt,101.205,92.287,53.294,62.852,108.326,90.993,66.33,70.933,83.444,82.994,96.323,96.246,139.652,67.727,88.613,86.069,112.369,73.957,85.189,99.673
ybeX,339.117,353.521,142.547,148.426,255.032,258.025,211.94,217.478,246.767,253.941,285.733,278.249,414.933,163.745,267.342,270.081,258.592,218.838,250.553,276.851
ybeY,169.443,187.179,101.384,119.482,109.718,126.728,103.587,117.771,106.47,110.511,135.623,140.635,200.543,119.938,168.169,159.755,105.688,106.501,133.211,139.311
ybeZ,155.601,156.963,87.861,103.972,91.588,106.303,97.986,105.241,96.366,97.129,111.25,107.944,162.502,107.96,141.197,139.896,89.197,90.16,109.02,133.479
miaB,107.306,100.603,127.691,135.054,93.719,139.68,133.416,130.439,141.725,144.796,126.978,127.049,199.624,143.849,161.218,164.62,97.196,139.031,112.942,125.66
ubiF,57.518,66.218,21.858,18.369,38.15,34.323,35.296,38.141,42.483,35.514,37.401,37.716,46.716,20.335,53.431,57.112,29.485,34.446,53.494,44.983
glnX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glnV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glnW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glnU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leuW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asnB,97.624,91.944,25.952,25.887,308.367,180.35,179.322,243.048,155.561,149.594,86.487,80.941,148.234,25.74,183.258,190.399,292.053,171.673,167.27,203.644
umpH,128.007,129.464,106.6,109.969,105.702,118.615,120.334,128.474,131.22,138.876,150.803,153.171,158.481,108.777,137.864,144.497,105.415,108.956,147.6,173.902
nagC,79.635,89.332,55.988,55.612,68.157,69.261,70.76,72.852,67.813,70.094,88.961,86.157,96.471,61.587,92.433,94.559,66.879,62.201,91.402,109.139
nagA,68.637,69.254,38.047,36.22,41.381,34.031,32.436,38.153,39.014,37.997,38.776,40.994,60.384,37.364,59.373,54.234,38.42,34.109,56.583,67.984
nagB,108.725,105.049,31.889,33.349,44.287,33.238,37.307,43.705,42.98,42.347,32.687,32.49,52.247,36.962,65.517,68.021,40.743,28.771,72.577,87.488
nagE,114.989,105.928,86.453,84.673,68.184,42.812,41.223,41.981,62.003,62.046,32.803,28.991,44.252,99.894,50.013,55.497,67.096,34.706,99.842,135.449
glnS,188.108,172.299,170.457,179.579,187.634,264.791,270.389,269.205,262.267,228.874,252.523,240.017,229.681,206.722,249.435,247.307,165.962,234.36,219.83,255.893
chiP,5.062,4.193,13.096,7.873,3.302,1.616,1.553,1.555,1.918,1.769,1.093,1.309,1.21,10.3,4.937,3.982,1.312,1.841,4.755,2.613
chiQ,3.761,2.276,6.762,0,4.026,4.48,3.181,4.62,1.78,1.654,2.73,3.95,2.122,4.485,4.093,2.906,7.723,2.868,5.445,2.288
fur,531.866,592.733,392.744,326.735,474.163,437.715,367.195,386.168,502.185,498.997,530.761,612.083,505.439,378.107,588.228,596.111,480.911,425.835,481.051,413.914
fldA,283.239,298.209,305.804,259.259,234.758,368.948,333.646,337.49,294.022,316.955,401.554,389.806,409.091,329.67,426.647,401.794,250.226,350.061,329.611,320.558
ybfE,42.006,33.629,125.506,115.95,123.195,83.167,70.062,68.22,102.247,82.989,90.235,90.856,122.501,121.418,80.851,83.579,156.263,86.437,61.844,77.24
ybfF,47.894,45.651,24.147,18.891,35.331,34.472,34.133,36.228,39.779,35.288,32.54,35.779,42.214,25.216,37.986,41.543,36.629,29.891,37.168,43.123
seqA,193.149,182.441,227.081,241.992,148.46,172.744,179.055,177.705,172.827,165.865,204.161,210.336,248.6,235.065,217.034,217.58,150.494,165.846,173.223,204.617
pgm,239.386,245.401,161.174,170.361,127.873,145.768,146.554,153.571,185.54,174.265,184.811,179.975,191.452,188.311,214.618,200.811,127.224,129.998,190.496,226.765
ybfP,10.663,8.376,12.191,9.766,22.383,10.104,4.939,9.577,9.729,11.694,8.715,14.101,21.534,11.149,7.596,7.943,23.448,11.278,16.458,17.877
ybfG,1.338,1.47,1.061,0,2.824,1.009,0.719,0.88,0.894,0.499,1.219,0.591,0.678,0.611,1.077,1.007,3.357,0.617,0.995,1
potE,5.241,8.094,2.111,1.793,4.197,3.1,3.015,2.25,3.889,3.402,4.057,3.643,5.806,1.959,4.731,3.525,3.642,2.791,3.719,3.204
speF,1.002,0.943,0.304,0,0.644,0.436,0.887,0.877,0.77,0.787,0.474,1.212,0.559,0.407,1.42,0.656,0.574,0.883,0.613,0.562
kdpE,17.081,18.424,12.196,10.138,12.567,8.457,8.209,8.644,13.231,10.134,8.959,10.214,14.745,9.533,14.663,14.4,10.422,9.914,12.135,8.733
kdpD,18.179,19.629,8.844,7.877,8.873,9.313,8.931,8.974,11.827,10.659,11.33,13.326,17.384,7.527,15.772,14.63,9.044,9.797,12.72,10.711
kdpC,8.138,7.097,3.899,1.362,5.333,4.188,3.268,5.182,3.925,3.871,4.673,6.187,6.329,1.518,6.673,4.803,6.06,5.027,6.073,3.861
kdpB,2.663,2.841,1.27,0.713,1.212,0.888,0.939,1.246,1.873,1.215,1.779,1.744,2.847,1.48,2.706,2.095,0.901,0.937,1.422,1.397
kdpA,0.918,1.223,0.605,0.09,0.401,0.392,0.155,0.436,0.664,0.614,0.43,0.443,1.319,0.683,1.161,1.116,0.261,0.267,0.355,0.233
ybfA,105.705,92.187,61.199,56.678,148.091,193.533,170.12,306.782,86.417,70.564,194.995,209.228,139.86,30.263,225.354,227.917,306.397,315.869,277.584,127.935
rhsC,2.844,3.184,1.617,1.445,8.709,6.535,6.28,7.044,3.408,3.443,6.538,6.607,5.66,1.041,4.908,4.759,9.399,6.538,6.743,5.72
ybfB,2.351,1.219,1.268,0.616,2.811,2.626,4.772,4.859,1.376,1.985,4.473,2.689,2.315,0.532,5.164,4.308,6.906,4.097,3.877,3.88
ybfO,1.278,1.591,1.047,0.099,2.298,1.251,1.669,1.45,1.197,0.701,1.873,1.942,2.976,0.653,1.319,2.068,2.421,1.368,1.731,1.444
ybfC,4.225,3.87,1.859,0,2.484,1.994,2.92,4.478,2.971,3.085,2.044,3.519,3.043,2.006,3.801,3.966,2.939,1.567,2.035,1.826
ybfL,0.869,0.3,0.174,0.569,1.637,1.538,1.469,1.978,0.714,0.713,1.004,1.501,1.307,0.421,1.65,1.141,0.983,2.04,1.372,1.042
ybfD,0.807,1.116,0.302,0,1.5,2.088,1.604,1.709,0.972,0.639,1.822,3.174,1.738,0.13,1.756,1.806,2.103,1.202,1.451,0.854
ybgA,82.743,76.085,1.761,0.296,32.587,20.455,23.815,26.15,9.703,8.592,30.093,29.529,44.708,0.829,44.297,44.776,35.994,15.632,22.322,26.601
phr,62.059,59.673,5.6,4.507,36.501,16.466,17.98,20.853,11.842,11.59,25.842,22.194,29.048,5.098,37.298,32.717,35.935,16.382,23.345,27.536
dtpD,18.81,12.087,4.383,2.582,5.8,6.204,7.23,6.784,5.535,5.111,13.451,13.462,6.98,3.724,5.676,5.925,4.62,6.088,7.5,9.088
ybgI,152.56,177.898,42.598,47.579,65.11,52.861,58.728,67.395,77.501,71.805,100.174,97.513,84.735,43.503,101.372,111.984,61.977,47.783,88.072,94.059
pxpB,161.803,185.557,34.777,30.542,59.552,45.29,45.365,54.196,65.369,64.886,93.853,92.775,90.819,36.55,93.214,93.901,53.331,34.771,75.592,93.244
pxpC,153.456,168.524,24.934,27.632,50.269,36.955,35.207,39.057,52.328,57.346,85.755,84.21,87.107,30.187,78.583,83.927,47.314,33.436,72.92,84.56
pxpA,94.888,108.661,25.07,19.593,43.6,35.741,31.634,36.856,49.9,47.217,64.43,63.786,74.273,26.144,72.224,69.894,41.791,26.038,59.238,70.246
nei,46.164,46.444,15.297,16.498,32.464,27.173,24.333,28.909,31.106,31.49,42.074,41.881,51.964,17.514,46.106,39.216,38.477,23.769,46.936,53.812
abrB,3.132,3.858,7.48,5.627,9.253,15.199,25.834,29.108,8.391,9.507,10.609,12.179,7.47,3.846,19.66,20.966,9.601,23.333,56.736,29.395
ybgO,1.616,1.276,0.868,0.593,1.38,0.642,0.71,0.196,0.399,1.605,0.887,1.139,0.98,0.749,0.93,0.71,1.075,0.294,0.813,0.888
ybgP,1.054,0.984,0.632,0.38,1.261,0.936,1.106,0.643,1.67,1.002,0.68,0.339,0.908,0.443,0.481,0.764,1.232,0.98,0.518,0.491
ybgQ,0.45,0.282,0.282,0.103,0.304,0.083,0.085,0.213,0.238,0.221,0.203,0.303,0.374,0.173,0.325,0.402,0.377,0.109,0.11,0.199
ybgD,0.452,0.187,0.406,0.178,0.351,0.178,0.092,0.092,0.373,0.859,0.7,0.194,0.946,1.228,0.955,1.04,0.6,0.315,0.285,0.746
gltA,740.836,765.202,149.857,183.14,241.415,69.876,56.148,63.577,271.75,247.155,84.19,78.505,269.735,217.223,259.028,247.458,159.61,76.558,118.747,176.858
sdhC,524.392,458.633,431.601,480.748,473.269,73.123,44.214,44.147,518.518,473.23,21.869,21.632,341.894,547.145,394.291,318.305,291.756,79.59,66.127,140.229
sdhD,241.272,222.167,144.353,173.922,184.458,38.833,26.008,20.808,225.611,173.025,10.402,10.424,180.25,193.155,163.438,129.734,97.686,39.015,22.48,69.181
sdhA,240.427,226.127,179.727,227.56,134.908,26.074,21.607,18.898,230.445,183.837,8.489,7.73,139.338,241.848,191.722,158.957,61.838,38.773,32.564,71.033
sdhB,350.057,357.073,311.828,341.871,168.592,34.031,36.382,33.822,318.392,317.73,17.601,20.39,233.823,417.258,359.12,295.827,97.94,53.507,72.276,137.259
sucA,301.435,278.941,121.708,160.163,118.978,34.932,34.816,36.087,224.01,200.778,37.544,33.189,240.051,165.414,408.767,365.912,68.703,38.079,107.271,209.658
sucB,481.66,433.271,147.35,189.859,218.151,90.15,88.636,92.043,477.358,463.575,92.355,85.105,429.504,210.564,741.86,685.603,159.128,76.856,275.656,505.448
sucC,590.969,525.858,95.921,128.257,187.453,60.93,53.531,58.925,376.998,361.172,58.298,52.937,321.478,149.94,516.943,470.249,135.537,50.594,222.261,419.984
sucD,672.085,619.41,99.333,138.183,220.607,68.026,61.941,60.778,402.465,398.905,62.924,58.942,341.035,157.352,582.004,511.404,163.274,55.596,281.021,449.526
mngR,15.664,16.469,17.012,13.65,20.341,17.329,18.13,15.996,16.47,17.883,25.034,23.262,16.663,16.16,17.717,19.848,20.285,18.594,22.238,23.219
mngA,0.739,0.672,0.14,0.153,0.603,0.319,0.184,0.527,0.214,0.479,0.489,0.389,0.463,0.176,0.484,0.547,0.307,0.328,0.573,0.395
mngB,5.457,6.155,2.833,2.562,4.055,4.325,5.569,5.241,4.119,4.57,7.069,6.176,5.951,2.303,5.661,6.729,5.172,3.79,7.046,6.546
cydA,271.176,260.084,265.297,249.89,554.247,1203.803,1287.07,1278.289,359.218,350.801,1393.057,1128.123,666.016,260.628,679.532,738.953,670.235,863.418,1087.828,1492.612
cydB,222.347,209.496,249.24,252.497,561.121,916.604,912.035,902,303.871,275.29,765.709,549.066,556.407,257.941,497.798,521.995,645.94,691.317,750.159,1167.676
ybgE,233.646,234.949,214.739,182.746,617.667,919.818,926.644,818.549,309.983,289.45,627.515,458.671,520.147,254.674,494.21,513.176,663.869,654.811,655.327,883.059
ybgC,94.326,76.189,117.61,98.656,169.906,160.225,122.976,111.844,100.686,101.854,145.517,157.626,247.936,100.11,106.999,110.1,184.602,161.72,118.297,122.423
tolQ,112.654,104.738,127.13,118.618,170.989,171.166,140.698,135.199,126.353,134.624,155.094,157.986,262.445,134.732,158.168,148.497,164.402,150.097,152.361,168.725
tolR,129.901,119.444,106.789,101.059,154.147,142.665,134.041,111.537,124.908,127.934,139.168,143.234,222.45,123.888,143.2,138.078,137.937,120.347,150.477,163.655
tolA,92.955,92.833,98.681,86.07,149.09,110.295,109.024,111.741,112.515,106.212,122.597,120.191,196.72,88.498,114.92,119.51,150.294,115.059,123.014,123.813
tolB,428.991,406.371,216.808,222.249,294.26,335.189,329.937,351.733,351.496,341.29,387.877,356.509,537.983,201.849,495.178,515.669,296.678,353.616,282.283,340.208
pal,1704.583,1758.905,913.197,968.149,1284.924,1624.436,1580.356,1535.409,1935.169,2027.636,1791.742,1714.563,1837.123,1040.016,2207.312,2148.552,1117.662,1339.425,1644.274,1974.835
cpoB,444.919,453.765,266.652,277.04,408.511,476.419,466.041,423.141,563.419,589.662,497.469,442.056,636.435,305.46,582.113,570.83,366.282,408.638,427.026,529.289
lysT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lysW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lysY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lysZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lysQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nadA,97.579,104.146,4.655,5.474,255.01,215.333,261.973,292.985,125.061,128.227,176.833,181.654,254.441,5.667,82.772,72.932,252.796,203.374,175.967,187.131
pnuC,135.226,132.334,6.558,7.378,290.477,193.304,235.155,270.641,109.67,111.542,190.153,205.688,267.583,8.493,82.314,75.992,294.856,184.54,206.22,201.574
zitB,20.454,22.628,9.291,4.65,8.386,10.887,14.909,14.434,9.27,9.246,15.16,14.003,13.726,6.756,15.424,13.703,10.62,9.814,16.266,16.094
ybgS,147.14,181.23,1.814,1.85,38.469,24.265,30.991,33.499,26.254,24.565,20.043,21.206,97.508,2.088,121.433,129.16,46.014,26.023,43.332,46.794
aroG,635.799,628.624,72.052,68.286,250.306,163.598,200.308,222.975,209.886,207.663,326.814,307.641,280.988,78.188,226.948,233.977,216.254,146.116,316.032,375.76
gpmA,1478.032,1555.475,423.891,395.139,639.488,243.268,250.409,259.784,883.611,872.63,482.965,438.456,950.969,491.231,2022.424,1954.208,573.284,236.535,1629.624,1636.883
galM,280.239,302.106,118.528,116.016,103.4,108.074,101.733,121.831,139.554,141.926,155.383,156.412,133.48,123.72,235.258,226.509,107.414,91.447,189.457,199.734
galK,57.666,54.913,57.352,71.718,33.339,35.965,31.146,35.818,29.916,29.168,38.086,34.848,34.995,64.105,83.583,83.319,33.686,32.845,59.494,75.855
galT,39.032,36.604,43.36,53.624,29.706,29.24,32.963,31.794,27.22,26.223,36.089,35.723,31.959,58.906,97.782,92.75,26.531,29.327,43.673,70.319
galE,67.544,61.439,113.262,105.114,40.426,51.413,57.207,54.631,44.181,46.12,59.753,61.312,52.593,113.001,174.482,167.681,42.571,47.472,80.266,101.504
modF,87.719,81.375,26.379,24.681,23.02,14.37,15.026,15.314,22.564,20.861,21.478,21.884,46.567,27.795,29.051,28.581,22.04,13.22,23.131,26.239
modE,33.805,33.079,29.689,29.548,30.572,29.389,24.096,24.496,32.13,31.198,37.269,36.328,46.806,27.568,40.264,46.798,33.514,26.491,35.593,47.749
acrZ,73.107,60.597,39.002,46.997,54.652,85.882,145.991,162.189,29.99,38.23,153.059,142.901,75.268,40.105,62.877,75.573,83.53,119.396,62.945,38.607
modA,38.168,34.922,28.27,20.883,41.596,36.029,33.165,34.528,30.257,28.133,31.809,25.173,35.815,24.537,23.795,20.699,40.532,28.909,35.167,38.418
modB,32.788,32.972,13.987,14.048,25.814,17.315,17.791,19.29,19.827,20.15,19.763,17.883,20.385,19.779,17.271,16.192,24.211,17.056,20.76,20.463
modC,29.807,34.408,15.29,15.524,24.185,15.623,19.131,14.881,21.889,20.817,17.161,17.49,25.045,14.765,15.044,20.419,20.865,17.565,23.792,22.979
ybhA,35.289,29.725,29.754,27.851,24.205,45.954,44.839,45.543,39.16,42.275,47.529,46.909,38.276,35.877,44.975,48.324,26.031,40.027,32.214,38.453
pgl,261.826,280.238,62.531,51.668,88.044,78.821,90.349,107.329,64.826,71.426,106.991,103.909,131.848,74.127,163.157,166.447,92.788,63.719,95.284,117.069
ybhD,1.235,1.56,0.386,0.317,0.625,0.212,0.545,0.437,0.777,0.454,0.728,1.844,0.727,0.104,2.605,3.366,0.814,0.328,0.566,0.75
ybhH,0.633,0.303,0.219,0,0.094,0.048,0.247,0.099,0.101,0.257,0.141,0.209,0.06,0.519,1.513,0.996,0.092,0.042,0.154,0.433
ybhI,1.537,0.741,0.225,0.105,0.554,0.176,0.254,0.327,0.627,0.868,0.622,1.035,0.528,0.173,2,1.919,0.474,0.187,0.339,0.635
ybhJ,2.197,2.232,1.303,0.401,1.647,1.184,1.127,0.875,1.919,1.196,1.688,1.652,1.338,1.648,2.958,2.26,2.04,0.711,1.479,1.352
ybhC,15.804,14.158,15.786,20.157,27.047,17.312,15.799,14.606,22.505,20.477,26.184,23.543,21.467,19.864,22.384,24.241,24.509,15.235,18.783,20.27
ybhB,168.233,201.31,20.57,12.14,62.079,62.963,78.951,69.842,53.756,57.729,79.994,84.805,122.512,21.523,139.612,156.466,59.152,60.86,72.503,67.045
bioA,110.154,105.836,4,4.45,35.664,52.575,69.355,52.64,54.996,54.938,67.519,67.233,51.168,4.837,84.772,89.4,30.418,58.753,47.094,58.989
bioB,110.855,119.127,2.921,3.072,29.328,33.194,56.588,41.686,53.178,55.684,107.225,102.348,99.004,2.77,97.519,114.812,22.113,39.342,36.435,60.348
